Subject,Predicate,Object,Case Id,Notes
per.000755,oppositionsAttorney,per.000757,http://earlywashingtondc.org/doc/oscys.case.0102.001,
per.000755,judgedBy,per.000631,http://earlywashingtondc.org/doc/oscys.case.0102.001,
per.000755,judgedBy,per.000004,http://earlywashingtondc.org/doc/oscys.case.0102.002,
per.000756,type,person,,
per.000756,fullName,"Gant, William Henry",,
per.000756,sex,male,,
per.000756,defendantAgainst,per.000754,,
per.000756,slaveholderOf,per.000754,http://earlywashingtondc.org/doc/oscys.case.0102.001,
per.000756,oppositionsAttorney,per.000757,http://earlywashingtondc.org/doc/oscys.case.0102.001,
per.000756,judgedBy,per.000631,http://earlywashingtondc.org/doc/oscys.case.0102.001,
per.000756,judgedBy,per.000004,http://earlywashingtondc.org/doc/oscys.case.0102.002,
per.000757,type,person,,
per.000757,fullName,"Giberson, Gilbert L.",,
per.000757,sex,male,,
per.000757,attorneyFor,per.000754,http://earlywashingtondc.org/doc/oscys.case.0102.001,
per.000757,attorneyAgainst,per.000755,http://earlywashingtondc.org/doc/oscys.case.0102.001,
per.000757,attorneyAgainst,per.000756,http://earlywashingtondc.org/doc/oscys.case.0102.001,
per.000757,attorneyFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000757,attorneyFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000757,attorneyFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000757,attorneyFor,per.000890,http://earlywashingtondc.org/doc/oscys.case.0123.001,
per.000757,attorneyAgainst,per.000891,http://earlywashingtondc.org/doc/oscys.case.0123.001,
per.000757,attorneyAgainst,per.000866,http://earlywashingtondc.org/doc/oscys.case.0123.001,
per.000758,type,person,,
per.000758,fullName,"Gray, Amy",,
per.000758,sex,female,,
per.000758,petitionerAgainst,per.000759,,
per.000758,enslavedBy,per.000759,,
per.000758,clientOf,per.000464,http://earlywashingtondc.org/doc/oscys.case.0103.001,
per.000758,judgedBy,per.000004,http://earlywashingtondc.org/doc/oscys.case.0103.002,
per.000758,hiredOutTo,per.000760,http://earlywashingtondc.org/doc/oscys.case.0103.004,
per.000758,enslavedBy,per.000761,http://earlywashingtondc.org/doc/oscys.case.0103.004,
per.000758,hiredOutTo,per.000759,http://earlywashingtondc.org/doc/oscys.case.0103.009,
per.000759,type,person,,
per.000759,fullName,"Howison, Henry",,
per.000759,defendantAgainst,per.000758,,
per.000759,slaveholderOf,per.000758,,
per.000759,oppositionsAttorney,per.000464,http://earlywashingtondc.org/doc/oscys.case.0103.001,
per.000759,judgedBy,per.000004,http://earlywashingtondc.org/doc/oscys.case.0103.002,
per.000759,agentFor,per.000761,,
per.000759,clientOf,per.000744,http://earlywashingtondc.org/doc/oscys.case.0103.009,
per.000759,hired,per.000758,http://earlywashingtondc.org/doc/oscys.case.0103.009,
per.000759,businessRelationshipWith,per.000761,http://earlywashingtondc.org/doc/oscys.case.0103.009,
per.000759,clientOf,per.000770,http://earlywashingtondc.org/doc/oscys.case.0103.011,
per.000760,type,person,,
per.000760,fullName,"Coburn, John",,
per.000760,deponentFor,per.000758,,
per.000760,hired,per.000758,http://earlywashingtondc.org/doc/oscys.case.0103.004,
per.000760,legal,per.000762,http://earlywashingtondc.org/doc/oscys.case.0103.004,
per.000762,legal,per.000760,http://earlywashingtondc.org/doc/oscys.case.0103.004,
per.000761,type,person,,
per.000761,fullName,"Potts, Mary Ann",,
per.000761,sex,female,,
per.000761,slaveholderOf,per.000758,http://earlywashingtondc.org/doc/oscys.case.0103.004,
per.000761,businessRelationshipWith,per.000759,http://earlywashingtondc.org/doc/oscys.case.0103.009,
per.000762,type,person,,
per.000762,fullName,"Wells, J., Jr.",,
per.000762,sex,male,,
per.000762,legal,per.000765,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000762,legal,per.000767,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000765,legal,per.000762,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000767,legal,per.000762,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000763,type,person,,
per.000763,fullName,"Butler, Philip",,
per.000763,sex,male,,
per.000764,type,person,,
per.000764,fullName,"Cissel, James",,
per.000764,sex,male,,
per.000764,deponentFor,per.000758,http://earlywashingtondc.org/doc/oscys.case.0103.005,
per.000765,type,person,,
per.000765,fullName,"Coburn, Martha",,
per.000765,sex,female,,
per.000765,deponentFor,per.000758,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000765,spouseOf,per.000760,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000760,spouseOf,per.000765,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000765,siblingOf,per.000767,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000766,type,person,,
per.000766,fullName,"Eaton, Nathan",,
per.000766,sex,male,,
per.000766,deponentFor,per.000758,http://earlywashingtondc.org/doc/oscys.case.0103.006,
per.000767,type,person,,
per.000767,fullName,"Galloway, Harriet",,
per.000767,sex,female,,
per.000767,deponentFor,per.000758,http://earlywashingtondc.org/doc/oscys.case.0103.007,
per.000768,type,person,,
per.000768,fullName,"Beers, Isaac",,
per.000768,sex,male,,
per.000768,deponentFor,per.000758,http://earlywashingtondc.org/doc/oscys.case.0103.008,
per.000769,type,person,,
per.000769,fullName,Thomas,,
per.000769,agentFor,per.000761,http://earlywashingtondc.org/doc/oscys.case.0103.009,
per.000770,type,person,,
per.000770,fullName,"Morfit, Henry Mason",,
per.000770,sex,male,,
per.000770,attorneyFor,per.000759,http://earlywashingtondc.org/doc/oscys.case.0103.011,
per.000771,type,person,,
per.000771,fullName,"Beall, Susan G.",,
per.000771,sex,female,,
per.000771,legal,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000772,legal,per.000771,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000772,type,person,,
per.000772,fullName,"Bell, Ann",,
per.000772,sex,female,,
per.000772,parentOf,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000772,parentOf,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000772,enslavedBy,per.000775,,
per.000772,petitionerAgainst,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000772,clientOf,per.000757,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000772,judgedBy,per.000004,http://earlywashingtondc.org/doc/oscys.case.0104.002,
per.000772,enslavedBy,per.000776,http://earlywashingtondc.org/doc/oscys.case.0104.006,
per.000772,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.006,
per.000772,judgedBy,per.000044,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000772,clientOf,per.000829,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000772,oppositionsAttorney,per.000830,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000773,type,person,,
per.000773,fullName,"Bell, Daniel",,
per.000773,sex,male,,
per.000773,childOf,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000773,enslavedBy,per.000775,,
per.000773,petitionerAgainst,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000773,clientOf,per.000757,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000773,judgedBy,per.000004,http://earlywashingtondc.org/doc/oscys.case.0104.002,
per.000773,judgedBy,per.000044,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000773,clientOf,per.000829,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000773,oppositionsAttorney,per.000830,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000774,type,person,,
per.000774,fullName,"Bell, David",,
per.000774,sex,male,,
per.000774,childOf,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000774,enslavedBy,per.000775,,
per.000774,petitionerAgainst,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000774,clientOf,per.000757,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000774,judgedBy,per.000004,http://earlywashingtondc.org/doc/oscys.case.0104.002,
per.000774,judgedBy,per.000044,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000774,clientOf,per.000829,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000774,oppositionsAttorney,per.000830,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000775,type,person,,
per.000775,fullName,"Greenfield, Gerard T.",,
per.000775,sex,male,,
per.000775,slaveholderOf,per.000772,,
per.000775,slaveholderOf,per.000773,,
per.000775,slaveholderOf,per.000774,,
per.000775,defendantAgainst,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000775,defendantAgainst,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000775,defendantAgainst,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.001,
per.000775,judgedBy,per.000004,http://earlywashingtondc.org/doc/oscys.case.0104.002,
per.000775,judgedBy,per.000044,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000775,slaveholderOf,per.000802,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000803,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000804,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000805,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000807,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000809,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000810,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000811,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000814,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000815,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000816,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000817,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000818,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000819,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000820,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000821,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000822,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000823,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000824,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000825,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,slaveholderOf,per.000827,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,inheritedSlaveFrom,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000775,oppositionsAttorney,per.000829,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000775,clientOf,per.000830,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000776,type,person,,
per.000776,fullName,"Greenfield, Gabriel P. T.",,
per.000776,sex,male,,
per.000776,slaveholderOf,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.006,
per.000777,type,person,,
per.000777,fullName,"Greenfield, Maria Anne T.",,
per.000777,sex,female,,
per.000777,slaveholderOf,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.006,
per.000777,slaveholderOf,per.000802,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000803,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000804,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000805,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000807,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000809,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000810,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000811,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000814,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000815,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000816,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000817,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000818,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000819,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000820,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000821,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000822,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000823,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000824,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000825,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,slaveholderOf,per.000827,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,familyOf,per.000808,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,familyOf,per.000775,,
per.000777,leftSlaveTo,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,employerOf,per.000813,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,siblingOf,per.000812,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000778,type,person,,
per.000778,fullName,"Armstead, Sarah Jane",,
per.000778,sex,female,,
per.000778,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000779,type,person,,
per.000779,fullName,"Davis, John",,
per.000779,sex,male,,
per.000779,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000780,type,person,,
per.000780,fullName,"Davis, Sarah",,
per.000780,sex,female,,
per.000780,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000781,type,person,,
per.000781,fullName,"Evans, Travis",,
per.000781,sex,male,,
per.000781,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000782,type,person,,
per.000782,fullName,"Ferguson, John B. ",,
per.000782,sex,male,,
per.000782,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000783,type,person,,
per.000783,fullName,"Harris, Sarah",,
per.000783,sex,female,,
per.000783,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000784,type,person,,
per.000784,fullName,"Knott, Lewis",,
per.000784,sex,male,,
per.000784,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000785,type,person,,
per.000785,fullName,"Lucas, Sarah",,
per.000785,sex,female,,
per.000785,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000786,type,person,,
per.000786,fullName,"Marshall, Elizabeth",,
per.000786,sex,female,,
per.000786,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000787,type,person,,
per.000787,fullName,"Mattingly, Elizabeth",,
per.000787,sex,female,,
per.000787,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000787,attorneyFor,per.000893,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000787,attorneyFor,per.000894,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000787,attorneyFor,per.000895,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000787,attorneyFor,per.000896,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000787,attorneyFor,per.000897,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000788,type,person,,
per.000788,sex,female,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000788,fullName,"Newman, Priscilla",http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000788,attorneyFor,per.000893,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000788,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000788,attorneyFor,per.000894,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000788,attorneyFor,per.000895,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000788,attorneyFor,per.000896,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000788,attorneyFor,per.000897,http://earlywashingtondc.org/doc/oscys.case.0124.001,
per.000789,type,person,,
per.000789,fullName,"Riley, Mary",,
per.000789,sex,female,,
per.000789,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000790,type,person,,
per.000790,fullName,"Valentine, Daniel",,
per.000790,sex,male,,
per.000790,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000791,type,person,,
per.000791,fullName,"Wheat, Catharine",,
per.000791,sex,female,,
per.000791,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000792,type,person,,
per.000792,fullName,"Wheat, William",,
per.000792,sex,male,,
per.000792,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000793,type,person,,
per.000793,fullName,"White, Ann",,
per.000793,sex,female,,
per.000793,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000794,type,person,,
per.000794,fullName,"White, Mary A.",,
per.000794,sex,female,,
per.000794,witnessFor,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.008,
per.000795,type,person,,
per.000795,fullName,"Baden, Robert",,
per.000795,sex,male,,
per.000795,witnessFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000795,witnessFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000795,witnessFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000796,type,person,,
per.000796,fullName,"Dorsett, William",,
per.000796,sex,male,,
per.000796,witnessFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000796,witnessFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000796,witnessFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000797,type,person,,
per.000797,fullName,"Hall, Richard",,
per.000797,sex,male,,
per.000797,witnessFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000797,witnessFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000797,witnessFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000798,type,person,,
per.000798,fullName,"Hollyday, Clement",,
per.000798,sex,male,,
per.000798,witnessFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000798,witnessFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000798,witnessFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000798,witnessOf,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000799,type,person,,
per.000799,fullName,"Morton, William",,
per.000799,sex,male,,
per.000799,witnessFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000799,witnessFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000799,witnessFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000800,type,person,,
per.000800,fullName,"Swaine, Henry",,
per.000800,sex,male,,
per.000800,witnessFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000800,witnessFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000801,type,person,,
per.000801,fullName,"Worthington, William G. D.",,
per.000801,sex,male,,
per.000801,witnessFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000801,witnessFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000801,witnessFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000802,type,person,,
per.000802,fullName,Alfred,,
per.000802,sex,male,,
per.000802,witnessFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.009,
per.000802,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000802,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000803,type,person,,
per.000803,fullName,Ben,,
per.000803,sex,male,,
per.000803,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000803,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000804,type,person,,
per.000804,fullName,Betty,,
per.000804,sex,female,,
per.000804,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000804,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000805,type,person,,
per.000805,fullName,Billy,,
per.000805,sex,male,,
per.000805,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000805,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000806,type,person,,
per.000806,fullName,"Chew, Philimon",,
per.000806,sex,male,,
per.000806,legal,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000777,legal,per.000806,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000807,type,person,,
per.000807,fullName,Chrissy,,
per.000807,sex,female,,
per.000807,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000807,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000808,type,person,,
per.000808,fullName,"Dorsett, Amelia T.",,
per.000808,sex,female,,
per.000809,type,person,,
per.000809,fullName,Eliza,,
per.000809,sex,female,,
per.000809,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000809,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000810,type,person,,
per.000810,fullName,Elizabeth,,
per.000810,sex,female,,
per.000810,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000810,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000811,type,person,,
per.000811,fullName,George,,
per.000811,sex,male,,
per.000811,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000811,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000812,type,person,,
per.000812,fullName,"Greenfield, Sabrina T.",,
per.000812,sex,female,,
per.000813,type,person,,
per.000813,fullName,"Grimes, John",,
per.000813,sex,male,,
per.000813,employeeOf,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000814,type,person,,
per.000814,fullName,Henry,,
per.000814,sex,male,,
per.000814,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000814,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000815,type,person,,
per.000815,fullName,James,,
per.000815,sex,male,,
per.000815,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000815,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000815,childOf,per.000820,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000816,type,person,,
per.000816,fullName,"Ash, James",,
per.000816,sex,male,,
per.000816,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000816,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000817,type,person,,
per.000817,fullName,Kitty,,
per.000817,sex,female,,
per.000817,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000817,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000818,type,person,,
per.000818,fullName,Lewis,,
per.000818,sex,male,,
per.000818,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000818,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000819,type,person,,
per.000819,fullName,Mansa,,
per.000819,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000819,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000820,type,person,,
per.000820,fullName,Maria,,
per.000820,sex,female,,
per.000820,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000820,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000820,parentOf,per.000815,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000821,type,person,,
per.000821,fullName,Mary,,
per.000821,sex,female,,
per.000821,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000821,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000822,type,person,,
per.000822,fullName,Nathaniel,,
per.000822,sex,male,,
per.000822,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000822,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000823,type,person,,
per.000823,fullName,Ned,,
per.000823,sex,male,,
per.000823,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000823,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000824,type,person,,
per.000824,fullName,Rebecca,,
per.000824,sex,female,,
per.000824,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000824,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000825,type,person,,
per.000825,fullName,Sophia,,
per.000825,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000825,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000826,type,person,,
per.000826,fullName,"Swaine, Ann",,
per.000826,sex,female,,
per.000826,witnessOf,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000827,type,person,,
per.000827,fullName,Toney,,
per.000827,sex,male,,
per.000827,enslavedBy,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000827,enslavedBy,per.000777,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000828,type,person,,
per.000828,fullName,"Tyler, Trueman",,
per.000828,sex,male,,
per.000828,legal,per.000798,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000828,legal,per.000826,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000798,legal,per.000828,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000826,legal,per.000828,http://earlywashingtondc.org/doc/oscys.case.0104.010,
per.000829,type,person,,
per.000829,fullName,"Bradley, Joseph H. (Joseph Habersham), 1802-1887",,
per.000829,sex,male,,
per.000829,attorneyFor,per.000772,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000829,attorneyFor,per.000773,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000829,attorneyFor,per.000774,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000829,attorneyAgainst,per.000775,http://earlywashingtondc.org/doc/oscys.case.0104.011,
per.000829,attorneyFor,per.000875,http://earlywashingtondc.org/doc/oscys.case.0118.001,
per.000829,attorneyFor,per.000876,http://earlywashingtondc.org/doc/oscys.case.0118.001,
