id,title,category,sub_category,caption,location,pages,description,keywords,dateNormalized,date,medium,size,creator,collection,provenance
TMI00544,Kiowa and Wichita Horn Dance,photographs,indian congress,Kiowa & Wichita Horn Dance,Indian Congress,,Kiowa and Wichita delegates of Indian Congress participating in Horn Dance. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00545,Kiowas and Wichitas Going to Horn Dance,photographs,indian congress,Kiowas & Wichitas Going to Horn Dance,Indian Congress,,"Kiowa and Wichita delegates of Indian Congress going to Horn Dance. Some on horseback. Missouri Pacific Railroad Station, Wigwam, Teepees, and Windmill in background.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00546,A Band of Sioux,photographs,indian congress,A Band of Sioux,Indian Congress,,"Sioux Delegates with Captain W. A. Mercer, all on horseback at Indian Congress. Materials for bleachers on ground. Teepees in background.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00547,A Band of Assiniboines,photographs,indian congress,A Band of Assinaboines,Indian Congress,,"Assinaboine Delegates on horseback at Indian Congress. Encampment with teepees in background, and bleacher materials in foreground. ",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00548,A Band of Cheyennes,photographs,indian congress,A Band of Cheyennes,Indian Congress,,Cheyenne delegates of the Indian Congress mounted on horseback next to bleachers. A photographer stands in right foreground of photo.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00549,"Moses  Delaware, Interpreter (Flathead)",photographs,studio portraits,Moses Delaware - Interp - Flatheads,Rinehart Studio,,"Moses Delaware, Interpreter (Bitterroot Salish [Flathead])",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00550,Crane Churchill Company Display,photographs,exhibits,,"Grand Court, North East",,Interior of Machinery & Electricity Building. Crane Churchill Company Steam Water and Plumbers Supplies Display.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00551,Officers and Guards,photographs,grand court,,Unidentified,,"Group portrait of Omaha Guards, Company G, posing on entrance steps to an unidientified building.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00552,The Automaton Wonder - Psycho,photographs,midway,,"East Midway, West",,Crowds flank entrance to Psycho The Automaton Wonder from London. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00553,Forestry Exhibit,photographs,exhibits,,"Grand Court, North West",,Interior of Agriculture Building. Forestry Exhibit.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00554,Pabst Building,photographs,midway,,"North Midway, North East",,Pabst Building on the North Midway. Staff line up in front of entrance. Roofline of Cyclorama to the west.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00555,Lagoon Area,photographs,grand court,,"Grand Court, North",,"Looking northeast from Bridge, across balustraded island. A woman and young boy are seated. Manufactures and Machinery and Electricity Buildings to the north. Grand Colonnade and Twin Tower Restaurant visible to the east.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00556,Lagoon Area,photographs,grand court,,"Grand Court, North East",,View of Northeast section of Grand Court. Manufactures and Machinery and Electricity Buildings to the northeast. Twin Towers Restaurants visible behind Grand Colonnade to the east. Mines and Mining Buidling and Fine Arts Building to the southeast. Double bridge and balustraded island. Light crowd walking.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00557,Agriculture Building,photographs,grand court,,"Grand Court, West",,"View of U.S. Government and Agriculture Buildings from bridge over lagoon, looking west. Balustraded island in foreground.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00558,Grand Court with Twin Towers in Background,photographs,grand court,,"Grand Court, East",,"Twin Towers Restaurants visible behind Grand Colonnade, looking southeast. People walking in foreground.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00559,Indian Congress - Birds Eye View of Camps,photographs,indian congress,Indian Congress - Brids Eye View of Camps,Indian Congress,,Overview of Indian Congress encampment. Lines of teepees.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00560,Man on Horse,photographs,indian congress,,Indian Congress,,Captain Mercer on horseback. Indian Congress encampment in background.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00561,Grand Court,photographs,grand court,,"Grand Court, East",,Grand Colonnade with Twin Tower Restaurant visible in background.  Small group of people walking in foreground.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00562,Flower Vase,photographs,grand court,,"Grand Court, North West",,"Detail of planter on balustraded island, looking north. Administration Arch in background.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00563,Flower Vase,photographs,grand court,,"Grand Court, East",,"Planter on balustraded island, looking east. Machinery and Electricity Building to the north, Grand Colonnade to the east, and Mines and Mining Building to the south. Boat in lagoon.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00564,Ostrich and Buggy,photographs,midway,,Unidentified,,Two men ride in a Studebaker Wagons pulled by a bridled ostrich. Two men stand nearby.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00565,Nebraska Crop Display of 1897,photographs,exhibits,,"Grand Court, North West",,Nebraska Display. Interior of Agriculture Building.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00566,U.S. War Balloon in Flight,photographs,transportation,U.S. War Balloon,Transportation,,"U.S. War Balloon in flight, above Transportation and Agricultural Implements Building, with two male passengers.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00567,Oregon Forestry Exhibit,photographs,exhibits,,"Grand Court, North West",,Interior of Agriculture Building. Oregon Forestry Exhibit.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00568,North Carolina Exhibit,photographs,exhibits,,"Grand Court, North West",,Interior of Agriculture Building. North Carolina State Horticulture Society Exhibit.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00569,North Carolina Exhibit,photographs,exhibits,,"Grand Court, North West",,Interior of Agriculture Building. North Carolina State Horticulture Society Exhibit.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00570,U.S. Government Building (Night),photographs,grand court,U.S.G. Bldg. (Night.),"Grand Court, West",,U.S. Government Building at night looking southwest over lagoon. Fountain of Neptune on. Waxing moon and stars in night sky.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00571,Grand Plaza - Peace Jubilee (Night),photographs,special events,Grand Plaza - Peace Jubilee (Night),"East Midway, South East",,"Fireworks on the Grand Plaza, at night. View of Band Stand with flag banners and crowd gathered, looking east. Band on stage. Illuminated sign on top of pavilion reads"" ""Welcome To Our President, Our Country and Peace,"" under an illuminated silhouette of McKinley. President's Day, October 12, 1898, during Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00572,U.S. Government Building (Night),photographs,grand court,U.S. Govt Bldg. - (Night),"Grand Court, West",,"U.S. Government Building at night, looking directly west. Fountain of Neptune turned on.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00573,Minnesota Building,photographs,bluff tract,,"Bluff Tract, South East",,"Minnesota State Building, looking east and slightly north. Light crowd in front of building.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00574,The Press Building,photographs,midway,,"North Midway, South West",,"Press Building, looking west. Group posing on steps. A few people walk by.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00575,Oregon Agriculture Display,photographs,exhibits,,"Grand Court, North West",,Interior of Agriculture Building. Oregon State exhibit.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00576,Battleship Display,photographs,grand court,,"Grand Court, West",,Interior of U.S. Government Building. Model of USS Illinois (BB-7).,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00577,Battleship Illinois in Basin,photographs,grand court,,"Grand Court, West",,Interior of U.S. Government Building. Model of USS Illinois (BB-7).,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00578,Joe Hunter (Kiowa),photographs,studio portraits,Joe Hunter - Kiowa,Rinehart Studio,,Joe Hunter (Kiowa) [Adopted San Carlos Apache],,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00579,Kiowa,photographs,studio portraits,Kiowa,Rinehart Studio,,Clarence [Six Toes] (Kiowa),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00580,Kiowa,photographs,studio portraits,Kiowa,Rinehart Studio,,Capitan [Fix?] (Kiowa),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00581,John Hollow Horn Bear (Sioux),photographs,studio portraits,John Hollow Horn Bear - Sioux,Rinehart Studio,,John Hollow Horn Bear (Sioux),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00582,American Horse and Family (Sioux),photographs,studio portraits,,Rinehart Studio,,"Group Portrait of Indian Congress Participants. Sioux Delegates. Joe American Horse, Interpreter;  Chief American Horse, Wife of Chief American Horse, John Hollow Horn Bear, Unidentified Boy",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00583,"Joe American Horse, Interpreter (Sioux)",photographs,studio portraits,"Joe American Horse, Interp. - Sioux",Rinehart Studio,,"Joe American Horse, Interpreter (Sioux)",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00584,Chief American Horse and Squaw (Sioux),photographs,studio portraits,Chief American Horse & Squaw - Sioux,Rinehart Studio,,Group Portrait of Indian Congress Participants. Sioux Delegates. Chief American Horse and wife.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00585,Chief American Horse (Sioux),photographs,studio portraits,Chief American Horse - Sioux,Rinehart Studio,,Chief American Horse (Sioux),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00586,William E. Skennatella [Skinatela] (White Mountain Apache),photographs,studio portraits,"Wm E Skennatella, San Carlos Apache",Rinehart Studio,,William E. Skennatella [Skinatela] (White Mountain Apache),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00587,Apaches,photographs,studio portraits,,Rinehart Studio,,"Group Portrait of Indian Congress Participants. White Mountain and Chiricahua Apache Delegates: Bailda [Forgetfulness] (White Mountain Apache), Hattie Tom (Chiricahua Apache), Ascuz (White Mountain Apache)",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00588,"Pedro J Baca, Interpreter (Pueblo)",photographs,studio portraits,"Pedro J. Baca, Interp. - Pueblo",Rinehart Studio,,"Pedro J. Baca, Interpreter (Pueblo)",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00589,Pedro Cajete (Pueblo),photographs,studio portraits,Pedro Cajete - Pueblo,Rinehart Studio,,Pedro Cajete (Pueblo),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00590,Peatwy Tuck (Sac & Fox),photographs,studio portraits,Peatwy Tuck - Sac & Fox,Rinehart Studio,,Peatwy Tuck (Sauk & Fox),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00591,"Wm Grey Eyes, Interpreter (Sac & Fox)",photographs,studio portraits,"Wm Grey Eyes, Interp. - Sac & Fox",Rinehart Studio,,William Grey Eyes (Sauk & Fox),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00592,President McKinley at Peace Jubilee,photographs,special events,,"East Midway, South East",,"President William McKinley speaking at Band Stand on Grand Plaza on President's Day, October 12, 1898, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00593,"Part of Music Pavilion, Peace Jubilee",photographs,special events,,"East Midway, South East",,"Dignitaries seated behind President William McKinley at Band Stand on Grand Plaza as he speaks on President's Day, October 12, 1898, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00594,President McKinley at Peace Jubilee,photographs,special events,,"East Midway, South East",,"President William McKinley speaking at Band Stand on Grand Plaza on President's Day, October 12, 1898, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00595,President McKinley at Peace Jubilee,photographs,special events,,"East Midway, South East",,"President William McKinley speaking at Band Stand on Grand Plaza on President's Day, October 12, 1898, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00596,President McKinley at Peace Jubilee,photographs,special events,,"East Midway, South East",,"President William McKinley speaking at Band Stand on Grand Plaza on President's Day, October 12, 1898, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00597,President McKinley at Peace Jubilee,photographs,special events,,"East Midway, South East",,"President William McKinley speaking at Band Stand on Grand Plaza on President's Day, October 12, 1898, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00598,Crowds at Peace Jubilee,photographs,special events,,"East Midway, South East",,"Crowd gathered to hear President William McKinley speaking at Band Stand on Grand Plaza on President's Day, October 12, 1898, of Peace Jubilee week. Twin Tower Restaurants to the west.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00599,Horseless Carriage,photographs,exhibits,,"Transportation, South West",,Four men ride in a horseless carriage next to Dairy Building as part of the U. S. Department of Agriculture Exhibit of Steel Track for Common Roads. A man stands next to exhibit sign. ,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00600,Party Room,photographs,special events,,"Grand Court, West",,"Interior view of tables set for Peace Jubilee Dinner, held at 6:00 pm on October 12, 1898, in the North Cafe of the Twin Tower Restaurants. ",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00601,President McKinley ,photographs,special events,,Indian Congress,,"President William McKinley, dignitaries, and spectators seated at Indian Congress for Sham Battle on President's Day, October 12, 1892, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00602,President McKinley,photographs,special events,,Indian Congress,,"President William McKinley, dignitaries, and spectators seated at Indian Congress for Sham Battle on President's Day, October 12, 1892, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00603,President McKinley,photographs,special events,,Indian Congress,,"President William McKinley, dignitaries, and spectators seated at Indian Congress for Sham Battle on President's Day, October 12, 1892, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00604,President McKinley,photographs,special events,,Indian Congress,,"President William McKinley, dignitaries, and spectators seated at Indian Congress for Sham Battle on President's Day, October 12, 1892, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00605,Reviewing Stands and Crowd,photographs,special events,,"Grand Court, West",,"President William McKinley, seated with dignitaries on steps of U.S. Government Building on President's Day, October 12, 1898, of Peace Jubilee week. A crowd of specatators fills every available space.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00606,Reviewing Stands and Crowd,photographs,special events,,"Grand Court, West",,"President William McKinley, seated with dignitaries on steps of U.S. Government Building on President's Day, October 12, 1898, of Peace Jubilee week. A crowd of specatators fills every available space.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00607,Reviewing Stands and Crowd,photographs,special events,,"Grand Court, West",,"President William McKinley, seated with dignitaries on steps of U.S. Government Building on President's Day, October 12, 1898, of Peace Jubilee week. A crowd of specatators fills every available space.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00608,Reviewing Stands and Crowd,photographs,special events,,Indian Congress,,"President William McKinley, dignitaries, and spectators seated at Indian Congress for Sham Battle on President's Day, October 12, 1892, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00609,Reviewing Stands and Crowd,photographs,special events,,Indian Congress,,"President William McKinley, dignitaries, and spectators seated at Indian Congress for Sham Battle on President's Day, October 12, 1892, of Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00610,Geronimo and Others in Lifeboat,photographs,grand court,Geronimo & Others in Life Boat,"Grand Court, North West",,Geronimo and others in U.S. Life Saving Service boat in mirror basin. Agriculture Building and northwest colonnade in background. Light crowd walking. Swan boat in background.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00611,U.S. Life Saving Service Crew and Indians,photographs,indian congress,,,,,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00612,Music Pavilion (At Night),photographs,special events,Music Pavillion,"East Midway, South East",,"Band Stand on Grand Plaza, looking east, at night. Illuminated sign on top of pavilion reads"" ""Welcome To Our President, Our Country and Peace,"" under an illuminated silhouette of McKinley. President's Day, October 12, 1898, during Peace Jubilee week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00613,Chief White Man (Kiowa),photographs,studio portraits,Chief White Man - Kiowa,Rinehart Studio,,Chief White Man (Kiowa Apache),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00614,In Summer (Kiowa),photographs,studio portraits,In Summer - Kiowa,Rinehart Studio,,"Group Portrait of Indian Congress Participants. Kiowa Delegates. ""In Summer"": Jim Ah-Keah-Boat (Two Hatchet), Jim (El Capitan?), Jimmy Hummingbird (Kau-Yoodle)?",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00615,Pablino Diaz (Kiowa),photographs,studio portraits,Pablino Diaz - Kiowa,Rinehart Studio,,Pablino Diaz [Big Whip] (Kiowa) [Mexican Captive],,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00616,Indian and Squaw,photographs,studio portraits,,Rinehart Studio,,"Group Portrait of Indian Congress Participants. Kiowa Delegates. Chief White Man's Wife, Chavi's Wife.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00617,Plantation Theatre and Crowd,photographs,midway,,"North Midway, North West",,Large group of Old Plantation performers and spectators pose in front of Plantation Theater and cabins. Transportation and Agricultural Implements Building in background.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00618,Geronimo and Others in Lifeboat,photographs,grand court,,"Grand Court, North West",,Geronimo and others in U.S. Life Saving Service boat in mirror basin. Agriculture Building and northwest colonnade in background. Light crowd walking.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00619,U.S. Life Saving Service,photographs,special events,U.S.L.S.S.,"Grand Court, West",,"U.S. Life Saving Service Drill. Resusitation exercise. Gondolas in water. Agriculture, Manufactures, and Machinery & Electricity Buildings to the northeast. Twin Tower Restaurants and Grand Colonnade to the east. Mines & Mining, Liberal Arts, and Fine Arts Building to the south. Crowd Gathered.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00620,Bridge,photographs,grand court,Bridge,"Grand Court, North",,"Gondola heading east, about to go under bridge. Spectators watch from the bridge. Balustraded island and Manufactures Building to the north.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00621,Machinery & Electricity Bldg,photographs,grand court,Colonnade and Electricity Bldg,"Grand Court, North East",,Machinery and Electricity Building looking west. U.S. Government Building in distance. Crowd walking. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00622,Mary Richards-(Lidan) (Tonkawa),photographs,studio portraits,Mary Richards (Lidan) - Tonkawa,Rinehart Studio,,Mary Richards [Lidan] (Tonkawa),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00623,John Williams (Tonkawa),photographs,studio portraits,John Williams - Tonkawa,Rinehart Studio,,John Williams (Tonkawa),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00624,Chief Grant Richards (Tonkawa),photographs,studio portraits,Chief Grant Richards - Tonkawa,Rinehart Studio,,Chief Grant Richards (Tonkawa),,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00625,Flagmen and Decorators,photographs,special events,,Unidentified,,"Flagmen and Decorators on President's Day, October 12, 1898, of Peace Jubilee Week. Seven men pose under portrait of President William McKinley.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00626,Missouri Horticulture Exhibit,photographs,exhibits,,"Grand Court, North West",,Interior of Agriculture Building. Missouri Display. ,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00627,Linseed Oil Manufactures Exhibit,photographs,exhibits,,"Grand Court, North",,Interior of Manufactures Building. Woodman Linseed Oil Works display. School displays visible on second story balcony in background.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00628,"Giant Killer Feed Mills, Transportation Building Interior",photographs,exhibits,,"Transportation, Center",,Interior of Transportation and Agricultural Implements Building. Giant Killer Feed Mills Display.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00629,Indian Teepees,photographs,indian congress,,Indian Congress,,"Exhibit of various types of Native American dwellings. Cylindrical structure made of leaves and branches, surrounded by minature teepees. Man stands nearby. Dairy Building, Bleeachers, and Indian Congress Encampment in background.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00630,Indian Teepees and Garden,photographs,indian congress,,Indian Congress,,"Exhibit of various types of Native American dwellings. Cylindrical structure made of leaves and branches, surrounded by minature teepees.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00631,Devoe and Raynolds Company,photographs,exhibits,,"Grand Court, North",,Interior of Manufactures Building. Devoe & Raynolds Company paint display.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00632,Thatched Huts,photographs,indian congress,,Indian Congress,,A candid shot three men and two children constructing a thatched wigwam at the Wichita encampment of the Indian Congress.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00633,Children in Front of Thatched Huts,photographs,indian congress,,Indian Congress,,"A young boy and girl, participants in the Indian Congrss, standing in front of a wigwam.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00634,Georgia State Display,photographs,grand court,,"Grand Court, South East",,Interior of Mines and Mining Building. Woods of Georgia display.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00635,Kansas Exhibit,photographs,exhibits,,"Grand Court, South East",,Interior of Mines and Mining Building. Kansas exhibit.,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00636,Kansas Exhibit,photographs,exhibits,,"Grand Court, North West",,Interior of Agriculture Building. Kansas display. ,exhibit,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
